Trial_Number,Sampler,Objective_Value,datetime_start,datetime_complete,Duration,SVM_C,Classifier,Entropy_Delay,Denoiser,EMD_Threshold,Feature,HFD_Kmax,KNN_Metric,KNN_Neighbors,MLP_Learning_Rate,LR_C,MLP_Units,Entropy_Order,PCA_param,RF_MinSamplesSplit,RF_Estimators,SVM_Kernel,WPD_Threshold,WPD_Wavelet,Cache_Size,Classification_Time,SignalProcessing_Time,HPOptimization_Time,State,Random_Seed
116,QMC,0.056362263,18:02.8,19:37.3,0 days 00:01:34.532722,,MLP,3,WPD,,ENT,,,,0.054246909,,32,5,0.65,,,,0.2,sym9,,,93.4,,PRUNED,42
117,QMC,-0.001342732,19:37.3,19:42.6,0 days 00:00:05.263601,0.571314741,SVM,,EMD,0.1,WAVE,,,,,,,,0.7,,,rbf,,,,,0.49,,PRUNED,42
118,QMC,0.100674472,19:42.6,19:45.4,0 days 00:00:02.792092,,KNN,,EMD,0.35,STAT,,manhattan,19,,,,,1,,,,,,,,0.34,,PRUNED,42
119,QMC,0.056456527,19:45.4,19:46.9,0 days 00:00:01.494085,,RF,,EMD,0.5,STAT,,,,,,,,0.85,610,62,,,,,,0.39,,PRUNED,42
120,QMC,0.112148026,19:46.9,21:37.0,0 days 00:01:50.052971,,MLP,1,EMD,0.1,ENT,,,,0.009646616,,436,8,0.6,,,,,,,,100.18,,PRUNED,42
121,QMC,0.069130395,21:37.0,22:08.2,0 days 00:00:31.263859,,KNN,,EMD,0.1,FRAC,32,manhattan,2,,,,,0.55,,,,,,,,30.84,,PRUNED,42
122,QMC,0.076312637,22:08.2,23:47.1,0 days 00:01:38.835976,,LR,11,WPD,,ENT,,,,,0.772035275,,7,0.8,,,,0.05,db4,,,98.64,,PRUNED,42
123,QMC,0.047506132,23:47.1,25:22.9,0 days 00:01:35.828044,,MLP,15,EMD,0.65,ENT,,,,0.022875732,,4,6,0.95,,,,,,,,93.81,,PRUNED,42
124,QMC,0.10221248,25:22.9,25:29.2,0 days 00:00:06.300639,,MLP,,NONE,,FRAC,9,,,0.002287573,,119,,0.7,,,,,,,,0.15,,PRUNED,42
125,QMC,0.03846831,25:29.2,26:56.2,0 days 00:01:26.948898,,LR,2,WPD,,ENT,,,,,0.667953207,,3,0.6,,,,0.4,coif1,,,86.8,,PRUNED,42
126,QMC,0.031382293,26:56.2,27:04.1,0 days 00:00:07.924745,0.003730358,SVM,,NONE,,WAVE,,,,,,,,0.9,,,rbf,,,,,0.43,,PRUNED,42
127,QMC,0.049246913,27:04.1,27:04.4,0 days 00:00:00.310374,,LR,,NONE,,FRAC,26,,,,0.65118247,,,0.75,,,,,,,,0.15,,PRUNED,42
128,QMC,0.042414064,27:04.5,27:07.0,0 days 00:00:02.520398,,MLP,,WPD,,STAT,,,,0.012863969,,50,,0.5,,,,0.65,db6,,,0.36,,PRUNED,42
129,QMC,0,27:07.0,27:35.2,0 days 00:00:28.225257,,LR,,EMD,0.6,FRAC,6,,,,0.670765239,,,0.5,,,,,,,,28.1,,PRUNED,42
130,QMC,0.092055851,27:35.2,27:36.6,0 days 00:00:01.356936,,RF,,NONE,,WAVE,,,,,,,,0.75,1010,92,,,,,,0.38,,PRUNED,42
131,QMC,0.05892743,27:36.6,27:37.8,0 days 00:00:01.241977,,KNN,,WPD,,STAT,,manhattan,5,,,,,0.9,,,,0.45,db4,,,0.55,,PRUNED,42
132,QMC,0.046767505,27:37.9,28:50.7,0 days 00:01:12.829557,,LR,,WPD,,WAVE,,,,,0.855710524,,,0.6,,,,0.95,coif1,,,72.64,,PRUNED,42
133,QMC,0.058108756,28:50.7,28:52.1,0 days 00:00:01.408381,,MLP,,NONE,,WAVE,,,,0.068538958,,2,,0.7,,,,,,,,0.54,,PRUNED,42
134,QMC,0.096257268,28:52.1,28:53.1,0 days 00:00:00.978598,,LR,,EMD,0.75,WAVE,,,,,0.600691001,,,0.95,,,,,,,,0.55,,PRUNED,42
135,QMC,-0.012963321,28:53.1,29:03.0,0 days 00:00:09.884647,0.113214057,SVM,,WPD,,WAVE,,,,,,,,0.85,,,sigmoid,0.6,coif1,,,0.63,,PRUNED,42
136,QMC,-0.00562894,29:03.0,29:10.0,0 days 00:00:06.974354,2.350242218,SVM,,NONE,,FRAC,7,,,,,,,0.55,,,sigmoid,,,,,0.15,,PRUNED,42
137,QMC,0.01395586,29:10.0,29:19.0,0 days 00:00:09.005808,0.000180168,SVM,,NONE,,COV,,,,,,,,0.6,,,sigmoid,,,,,0.48,,PRUNED,42
138,QMC,0.064347601,29:19.0,31:04.8,0 days 00:01:45.816864,,MLP,8,EMD,0.7,ENT,,,,0.002890264,,18,8,0.85,,,,,,,,100.13,,PRUNED,42
139,QMC,0.01662195,31:04.8,32:55.6,0 days 00:01:50.742536,0.000114428,SVM,,WPD,,COV,,,,,,,,1,,,sigmoid,0.05,db6,,,49.35,,PRUNED,42
140,QMC,0.017607639,32:55.6,32:56.3,0 days 00:00:00.735995,,LR,,WPD,,STAT,,,,,0.857576581,,,0.7,,,,0.55,db6,,,0.55,,PRUNED,42
141,QMC,0.05587574,32:56.3,32:56.9,0 days 00:00:00.575884,,KNN,,NONE,,STAT,,minkowski,13,,,,,0.65,,,,,,,,0.28,,PRUNED,42
142,QMC,0.12162672,32:56.9,34:09.8,0 days 00:01:12.856911,,LR,,WPD,,WAVE,,,,,0.384268292,,,0.95,,,,0.15,coif1,,,72.37,,PRUNED,42
143,QMC,0.045932763,34:09.8,34:40.9,0 days 00:00:31.144669,,MLP,,WPD,,FRAC,23,,,0.005139697,,1,,0.8,,,,0.9,db6,,,29.73,,PRUNED,42
144,QMC,0.015080318,34:40.9,34:41.7,0 days 00:00:00.754756,,LR,,WPD,,COV,,,,,0.557753055,,,0.5,,,,0.4,sym9,,,0.58,,PRUNED,42
145,QMC,0.02586602,34:41.7,34:42.4,0 days 00:00:00.710236,,LR,,EMD,1,STAT,,,,,0.227826961,,,0.55,,,,,,,,0.54,,PRUNED,42
146,QMC,0.057953824,34:42.4,34:46.1,0 days 00:00:03.652571,,RF,,EMD,0.9,STAT,,,,,,,,0.8,510,302,,,,,,0.42,,PRUNED,42
147,QMC,0.040439532,34:46.1,34:50.6,0 days 00:00:04.529466,,RF,,EMD,1,COV,,,,,,,,0.95,610,232,,,,,,0.68,,PRUNED,42
148,QMC,0.026345572,34:50.6,34:52.5,0 days 00:00:01.839374,,MLP,,NONE,,WAVE,,,,0.079147554,,306,,0.65,,,,,,,,0.54,,PRUNED,42
149,QMC,0.078893065,34:52.5,36:33.2,0 days 00:01:40.733995,,LR,7,NONE,,ENT,,,,,0.676853617,,7,0.75,,,,,,,,100.53,,PRUNED,42
150,QMC,0.39874,36:33.2,37:20.7,0 days 00:00:47.479708,,MLP,,EMD,0.1,COV,,,,0.001407465,,129,,1,,,,,,90895.98,46.69,0.51,0.055822153,COMPLETE,42
151,QMC,0.055838675,37:20.7,38:44.5,0 days 00:01:23.797509,,RF,11,EMD,0.8,ENT,,,,,,,2,0.9,510,22,,,,,,83.27,,PRUNED,42
152,QMC,0.046264949,38:44.6,40:18.2,0 days 00:01:33.610182,,KNN,4,EMD,0.4,ENT,,manhattan,5,,,,5,0.6,,,,,,,,93.23,,PRUNED,42
153,QMC,0.064477919,40:18.2,40:19.1,0 days 00:00:00.948882,,MLP,,NONE,,FRAC,23,,,0.033376247,,15,,0.55,,,,,,,,0.12,,PRUNED,42
154,QMC,0.019398538,40:19.1,40:27.1,0 days 00:00:07.963762,0.000171498,SVM,8,NONE,,ENT,,,,,,,7,0.85,,,rbf,,,,,0.14,,PRUNED,42
155,QMC,0.035454782,40:27.1,40:34.1,0 days 00:00:06.975657,,MLP,,EMD,0.95,STAT,,,,0.010554496,,3,,1,,,,,,,,0.33,,PRUNED,42
156,QMC,0.067301693,40:34.1,42:07.8,0 days 00:01:33.693843,,LR,5,WPD,,ENT,,,,,0.761061686,,5,0.7,,,,0.2,db6,,,93.52,,PRUNED,42
157,QMC,0.070137157,42:07.8,42:08.8,0 days 00:00:01.034789,,LR,,EMD,0.85,COV,,,,,0.416562781,,,0.65,,,,,,,,0.65,,PRUNED,42
158,QMC,0.19017,42:08.9,42:19.7,0 days 00:00:10.837304,,MLP,,EMD,0.65,COV,,,,0.059352293,,35,,0.9,,,,,,91073.69,9.6,1.02,0.048796673,COMPLETE,42
159,QMC,0.073823601,42:19.7,42:21.6,0 days 00:00:01.910759,,RF,,WPD,,STAT,,,,,,,,0.75,10,102,,0.3,coif1,,,0.41,,PRUNED,42
160,QMC,0.1517,42:21.6,43:24.9,0 days 00:01:03.236891,,MLP,,WPD,,COV,,,,0.018768843,,199,,0.5,,,,0.8,coif1,91186.26,12.87,50.19,0.057073612,COMPLETE,42
161,QMC,0.05797098,43:24.9,43:27.5,0 days 00:00:02.597502,,RF,,NONE,,STAT,,,,,,,,0.5,810,272,,,,,,0.27,,PRUNED,42
162,QMC,0.078476271,43:27.5,44:56.0,0 days 00:01:28.470481,,MLP,12,EMD,0.8,ENT,,,,0.009821719,,25,3,0.8,,,,,,,,85.92,,PRUNED,42
163,QMC,0.16059,44:56.0,44:58.1,0 days 00:00:02.139639,,LR,,EMD,0.4,COV,,,,,0.635991112,,,0.9,,,,,,91246.84,1.31,0.62,0.0464678,COMPLETE,42
164,QMC,0.069128601,44:58.1,45:11.9,0 days 00:00:13.768452,,MLP,,EMD,0.15,STAT,,,,0.0031059,,144,,0.65,,,,,,,,0.45,,PRUNED,42
165,QMC,0.011800562,45:11.9,46:54.5,0 days 00:01:42.607469,0.016893055,SVM,6,EMD,1,ENT,,,,,,,6,0.7,,,sigmoid,,,,,95.16,,PRUNED,42
166,QMC,0.25904,46:54.5,47:25.5,0 days 00:00:30.992730,,KNN,,WPD,,FRAC,22,manhattan,2,,,,,1,,,,0.9,db4,91298.84,1.66,29.15,0.057157545,COMPLETE,42
167,QMC,0.02716548,47:25.6,47:26.8,0 days 00:00:01.265112,,RF,,EMD,0.95,COV,,,,,,,,0.85,310,2,,,,,,0.63,,PRUNED,42
168,QMC,0.133128341,47:26.8,48:18.8,0 days 00:00:51.976229,,RF,,WPD,,COV,,,,,,,,0.6,1010,122,,0.65,db6,,,50.73,,PRUNED,42
169,QMC,0.062862007,48:18.8,48:21.9,0 days 00:00:03.062201,,RF,,NONE,,STAT,,,,,,,,0.6,110,282,,,,,,0.43,,PRUNED,42
170,QMC,0.046840075,48:21.9,50:01.0,0 days 00:01:39.138426,,LR,9,EMD,0.4,ENT,,,,,0.282567816,,7,0.9,,,,,,,,98.9,,PRUNED,42
171,QMC,0.111613848,50:01.1,50:56.9,0 days 00:00:55.830467,,MLP,,WPD,,COV,,,,0.004141785,,1,,1,,,,0.6,coif1,,,50.43,,PRUNED,42
172,QMC,0.1235318,50:56.9,50:58.1,0 days 00:00:01.170504,,KNN,,NONE,,WAVE,,euclidean,3,,,,,0.75,,,,,,,,0.76,,PRUNED,42
173,QMC,0.115685971,50:58.1,50:59.0,0 days 00:00:00.920519,1.746332335,SVM,,NONE,,COV,,,,,,,,0.7,,,linear,,,,,0.51,,PRUNED,42
174,QMC,0.15448,50:59.0,51:32.6,0 days 00:00:33.596431,,RF,,WPD,,FRAC,12,,,,,,,0.95,110,212,,0.7,coif1,91712.89,5.16,28.26,0.057467489,COMPLETE,42
175,QMC,0.062572869,51:32.6,51:33.3,0 days 00:00:00.658334,,KNN,,NONE,,STAT,,minkowski,19,,,,,0.8,,,,,,,,0.35,,PRUNED,42
176,QMC,0.075094517,51:33.3,51:34.7,0 days 00:00:01.397668,,RF,,WPD,,WAVE,,,,,,,,0.55,810,52,,0.95,db4,,,0.72,,PRUNED,42
177,QMC,0.007756196,51:34.7,51:35.2,0 days 00:00:00.527017,,KNN,,NONE,,FRAC,7,euclidean,4,,,,,0.5,,,,,,,,0.16,,PRUNED,42
178,QMC,0.39598,51:35.2,52:29.3,0 days 00:00:54.043253,,MLP,,EMD,0.7,COV,,,,0.001134194,,275,,0.8,,,,,,91750.64,53.22,0.62,0.046434422,COMPLETE,42
179,QMC,0.096314331,52:29.3,54:01.0,0 days 00:01:31.696276,,RF,8,WPD,,ENT,,,,,,,4,0.95,310,212,,0.35,coif1,,,89.43,,PRUNED,42
180,QMC,0.006534041,54:01.0,54:13.9,0 days 00:00:12.923489,7.13481517,SVM,,EMD,0.75,COV,,,,,,,,0.65,,,sigmoid,,,,,0.61,,PRUNED,42
181,QMC,0.001765075,54:13.9,54:21.7,0 days 00:00:07.721606,5.716314361,SVM,,EMD,0.65,WAVE,,,,,,,,0.75,,,sigmoid,,,,,0.42,,PRUNED,42
182,QMC,0.050979464,54:21.7,54:22.8,0 days 00:00:01.102008,,LR,,EMD,0.2,STAT,,,,,0.105995214,,,1,,,,,,,,0.35,,PRUNED,42
183,QMC,0.077863445,54:22.8,54:23.6,0 days 00:00:00.757807,,LR,,EMD,0.85,WAVE,,,,,0.399095414,,,0.85,,,,,,,,0.48,,PRUNED,42
184,QMC,0.137726008,54:23.6,55:59.6,0 days 00:01:36.077707,,KNN,13,NONE,,ENT,,minkowski,1,,,,6,0.6,,,,,,,,95.61,,PRUNED,42
185,QMC,0.04849092,55:59.7,56:00.5,0 days 00:00:00.850076,,LR,,WPD,,COV,,,,,0.732760201,,,0.55,,,,0.4,db4,,,0.66,,PRUNED,42
186,QMC,0.043093434,56:00.5,56:01.2,0 days 00:00:00.724835,,LR,,EMD,0.55,STAT,,,,,0.584490465,,,0.85,,,,,,,,0.49,,PRUNED,42
187,QMC,0.19399,56:01.3,56:03.3,0 days 00:00:02.092602,,LR,,NONE,,COV,,,,,0.064099946,,,0.95,,,,,,91918.81,1.29,0.59,0.038867483,COMPLETE,42
188,QMC,0.12136599,56:03.4,56:04.3,0 days 00:00:00.962225,,KNN,,EMD,0.2,WAVE,,manhattan,6,,,,,0.7,,,,,,,,0.5,,PRUNED,42
189,QMC,0.019540278,56:04.3,56:05.0,0 days 00:00:00.642518,,LR,,WPD,,STAT,,,,,0.789313919,,,0.65,,,,0.55,coif1,,,0.45,,PRUNED,42
190,QMC,-0.018188528,56:05.0,56:15.5,0 days 00:00:10.505565,0.551796915,SVM,,NONE,,STAT,,,,,,,,0.9,,,rbf,,,,,0.33,,PRUNED,42
191,QMC,0.24128,56:15.5,56:17.1,0 days 00:00:01.594926,,KNN,1,NONE,,ENT,,euclidean,4,,,,7,0.75,,,,,,91937.9,1.29,0.15,0.046831388,COMPLETE,42
192,QMC,0.004098743,56:17.1,56:25.1,0 days 00:00:07.991901,0.013954737,SVM,,NONE,,STAT,,,,,,,,0.5,,,sigmoid,,,,,0.33,,PRUNED,42
193,QMC,0.015395079,56:25.1,56:26.4,0 days 00:00:01.308965,,MLP,,WPD,,STAT,,,,0.015678788,,2,,0.5,,,,0.95,sym9,,,0.42,,PRUNED,42
194,QMC,0.068310539,56:26.4,56:26.8,0 days 00:00:00.356296,,LR,6,NONE,,ENT,,,,,0.821406224,,7,0.75,,,,,,,,0.14,,PRUNED,42
195,QMC,0.070689495,56:26.8,57:59.4,0 days 00:01:32.574699,,LR,2,EMD,0.1,ENT,,,,,0.203552395,,5,0.9,,,,,,,,92.34,,PRUNED,42
196,QMC,0.081963478,57:59.4,58:00.7,0 days 00:00:01.251952,,RF,,EMD,0.4,STAT,,,,,,,,0.6,310,62,,,,,,0.39,,PRUNED,42
197,QMC,0.014135253,58:00.7,58:04.3,0 days 00:00:03.650204,,MLP,,NONE,,STAT,,,,0.002788127,,5,,0.7,,,,,,,,0.31,,PRUNED,42
198,QMC,0.119280938,58:04.3,58:15.3,0 days 00:00:10.973599,,MLP,,NONE,,FRAC,9,,,0.027881267,,152,,0.95,,,,,,,,0.13,,PRUNED,42
199,QMC,0.04091027,58:15.3,58:16.4,0 days 00:00:01.111697,,MLP,,NONE,,FRAC,9,,,0.008816831,,1,,0.85,,,,,,,,0.15,,PRUNED,42
0,RS,0.29858,51:23.8,51:24.6,0 days 00:00:00.762231,,KNN,2,WPD,,ENT,,minkowski,2,,,,7,1,,,,0.5,coif1,75179.44,0.32,0.28,0.063187399,COMPLETE,0
1,RS,0.1363,51:24.6,51:30.7,0 days 00:00:06.115194,,RF,,NONE,,FRAC,19,,,,,,,1,310,212,,,,75179.44,5.8,0.16,0.042361279,COMPLETE,0
2,RS,0.08235,51:30.7,51:35.7,0 days 00:00:05.025592,,RF,,EMD,0.5,STAT,,,,,,,,0.55,210,202,,,,75179.44,4.5,0.37,0.043621082,COMPLETE,0
3,RS,0.20464,51:35.8,51:54.1,0 days 00:00:18.374285,,MLP,2,EMD,0.05,ENT,,,,0.030097274,,33,3,1,,,,,,75179.44,17.88,0.34,0.05109623,COMPLETE,0
4,RS,0.03299,51:54.2,51:56.5,0 days 00:00:02.340401,,MLP,,NONE,,WAVE,,,,0.027080358,,1,,0.85,,,,,,75179.44,1.82,0.38,0.030588398,COMPLETE,0
5,RS,0.16137,51:56.5,51:58.9,0 days 00:00:02.422838,0.001304392,SVM,,NONE,,COV,,,,,,,,0.8,,,linear,,,75179.44,1.76,0.51,0.030393133,COMPLETE,0
6,RS,0.051281359,51:59.0,51:59.4,0 days 00:00:00.497143,,RF,,NONE,,FRAC,27,,,,,,,0.8,310,2,,,,,,0.15,,PRUNED,0
7,RS,0.076417722,51:59.5,52:05.0,0 days 00:00:05.525061,,MLP,,WPD,,FRAC,7,,,0.040962644,,242,,0.7,,,,1,coif1,,,0.57,,PRUNED,0
8,RS,0.22138,52:05.0,52:07.9,0 days 00:00:02.904898,,LR,,EMD,0.05,COV,,,,,0.855817762,,,1,,,,,,75179.44,2.07,0.53,0.028375397,COMPLETE,0
9,RS,0.091410094,52:07.9,52:09.8,0 days 00:00:01.903595,,RF,5,WPD,,ENT,,,,,,,7,0.55,610,192,,0.6,sym9,,,0.25,,PRUNED,0
10,RS,0.022948005,52:09.8,52:11.6,0 days 00:00:01.741043,,MLP,,EMD,0.7,STAT,,,,0.001363011,,1,,0.55,,,,,,,,0.66,,PRUNED,0
11,RS,0.033568013,52:11.6,52:12.1,0 days 00:00:00.517449,,LR,,NONE,,STAT,,,,,0.87266339,,,0.8,,,,,,,,0.31,,PRUNED,0
12,RS,0.062138916,52:12.1,52:13.7,0 days 00:00:01.612302,,RF,,WPD,,STAT,,,,,,,,0.7,510,112,,0.55,coif1,,,0.38,,PRUNED,0
13,RS,0.067401202,52:13.7,52:14.6,0 days 00:00:00.864513,,KNN,,WPD,,STAT,,euclidean,12,,,,,0.8,,,,0.8,coif1,,,0.41,,PRUNED,0
14,RS,0.20037,52:14.6,52:27.1,0 days 00:00:12.505482,0.002918108,SVM,,WPD,,COV,,,,,,,,0.95,,,linear,0.5,coif1,75179.44,11.5,0.8,0.043608208,COMPLETE,0
15,RS,0.018639834,52:27.2,52:27.7,0 days 00:00:00.587801,0.000254394,SVM,,EMD,0.1,STAT,,,,,,,,0.65,,,linear,,,,,0.37,,PRUNED,0
16,RS,0.072940971,52:27.8,52:28.3,0 days 00:00:00.554268,,RF,,NONE,,FRAC,12,,,,,,,0.55,310,12,,,,,,0.16,,PRUNED,0
17,RS,0.019817076,52:28.3,52:37.5,0 days 00:00:09.229081,0.002312648,SVM,,NONE,,FRAC,3,,,,,,,0.8,,,sigmoid,,,,,0.13,,PRUNED,0
18,RS,0,52:37.6,52:38.7,0 days 00:00:01.177050,,MLP,,EMD,0.2,WAVE,,,,0.081810952,,8,,0.55,,,,,,,,0.67,,PRUNED,0
19,RS,0,52:38.8,52:39.6,0 days 00:00:00.831631,,MLP,9,EMD,1,ENT,,,,0.039154614,,2,5,0.6,,,,,,,,0.31,,PRUNED,0
20,RS,0.41591,52:39.6,52:40.9,0 days 00:00:01.347698,,KNN,,NONE,,WAVE,,euclidean,1,,,,,0.95,,,,,,75179.44,0.79,0.39,0.032572994,COMPLETE,0
21,RS,0.136700242,52:41.0,52:42.0,0 days 00:00:01.041732,,RF,,NONE,,WAVE,,,,,,,,0.7,210,22,,,,,,0.58,,PRUNED,0
22,RS,0.043854957,52:42.0,52:42.5,0 days 00:00:00.435146,,LR,7,WPD,,ENT,,,,,0.783256115,,5,0.5,,,,0.7,coif1,,,0.27,,PRUNED,0
23,RS,0.016055016,52:42.5,52:43.7,0 days 00:00:01.262966,,MLP,,NONE,,FRAC,11,,,0.096387893,,4,,0.95,,,,,,,,0.14,,PRUNED,0
24,RS,0.098511135,52:43.7,52:45.0,0 days 00:00:01.290901,,RF,,WPD,,FRAC,38,,,,,,,0.7,910,92,,0.9,coif1,,,0.34,,PRUNED,0
25,RS,0.067516799,52:45.0,52:46.1,0 days 00:00:01.096744,,LR,,NONE,,STAT,,,,,0.546930213,,,1,,,,,,,,0.23,,PRUNED,0
26,RS,0.183701469,52:46.2,52:47.2,0 days 00:00:01.069749,,LR,,NONE,,COV,,,,,0.333574115,,,0.9,,,,,,,,0.5,,PRUNED,0
27,RS,0.101921969,52:47.2,52:50.0,0 days 00:00:02.740966,,RF,11,EMD,0.3,ENT,,,,,,,2,0.85,510,272,,,,,,0.44,,PRUNED,0
28,RS,0.054630006,52:50.0,52:50.8,0 days 00:00:00.759430,,KNN,,NONE,,STAT,,euclidean,14,,,,,0.85,,,,,,,,0.31,,PRUNED,0
29,RS,0.036163995,52:50.8,52:51.7,0 days 00:00:00.938425,,KNN,,NONE,,WAVE,,minkowski,5,,,,,0.5,,,,,,,,0.59,,PRUNED,0
30,RS,0.02021643,52:51.7,53:00.6,0 days 00:00:08.869964,5.763860835,SVM,14,NONE,,ENT,,,,,,,5,0.7,,,sigmoid,,,,,0.15,,PRUNED,0
31,RS,0.168841483,53:00.6,53:02.4,0 days 00:00:01.808549,0.003328372,SVM,,WPD,,COV,,,,,,,,0.75,,,linear,0.7,sym9,,,1.01,,PRUNED,0
32,RS,0.039863658,53:02.4,53:09.2,0 days 00:00:06.760294,0.19764342,SVM,,WPD,,WAVE,,,,,,,,0.8,,,rbf,0.9,db4,,,0.61,,PRUNED,0
33,RS,0.007424821,53:09.2,53:16.7,0 days 00:00:07.506518,1.74081212,SVM,11,EMD,0.4,ENT,,,,,,,3,0.9,,,rbf,,,,,0.18,,PRUNED,0
34,RS,0.087245524,53:16.7,53:17.1,0 days 00:00:00.410512,,LR,11,WPD,,ENT,,,,,0.857139205,,4,0.7,,,,0.7,coif1,,,0.23,,PRUNED,0
35,RS,0.084114559,53:17.1,53:18.0,0 days 00:00:00.888333,,KNN,,EMD,0.65,WAVE,,minkowski,15,,,,,0.5,,,,,,,,0.46,,PRUNED,0
36,RS,0.089403575,53:18.0,53:21.6,0 days 00:00:03.545747,,MLP,,EMD,0.25,COV,,,,0.001481228,,1,,0.6,,,,,,,,0.72,,PRUNED,0
37,RS,0.104310818,53:21.6,53:22.7,0 days 00:00:01.073327,,LR,,WPD,,COV,,,,,0.781501452,,,0.65,,,,0.4,sym9,,,0.69,,PRUNED,0
38,RS,0.062606697,53:22.7,53:23.7,0 days 00:00:01.046525,,RF,,NONE,,STAT,,,,,,,,0.55,10,42,,,,,,0.27,,PRUNED,0
39,RS,0.122553334,53:23.7,53:30.9,0 days 00:00:07.133487,,MLP,5,EMD,0.05,ENT,,,,0.005544182,,219,3,0.6,,,,,,,,0.25,,PRUNED,0
40,RS,0.047400301,53:30.9,53:31.5,0 days 00:00:00.624673,,KNN,,EMD,0.8,FRAC,34,minkowski,19,,,,,0.55,,,,,,,,0.24,,PRUNED,0
41,RS,0.038445012,53:31.5,53:32.0,0 days 00:00:00.481789,,LR,,NONE,,STAT,,,,,0.97588628,,,0.55,,,,,,,,0.29,,PRUNED,0
42,RS,0.174045246,53:32.0,53:45.2,0 days 00:00:13.206828,,MLP,,EMD,0.65,FRAC,13,,,0.005186201,,104,,0.95,,,,,,,,0.25,,PRUNED,0
43,RS,-0.003174036,53:45.2,53:45.9,0 days 00:00:00.654151,,LR,,EMD,0.85,WAVE,,,,,0.858351805,,,0.6,,,,,,,,0.49,,PRUNED,0
44,RS,0.091394148,53:45.9,53:48.5,0 days 00:00:02.596345,,RF,12,WPD,,ENT,,,,,,,8,0.55,510,252,,0.55,db6,,,0.52,,PRUNED,0
45,RS,0.069031552,53:48.5,53:51.2,0 days 00:00:02.655687,,KNN,,NONE,,STAT,,manhattan,3,,,,,1,,,,,,,,0.24,,PRUNED,0
46,RS,0.29102,53:51.2,53:52.7,0 days 00:00:01.530714,,KNN,,EMD,0.15,WAVE,,manhattan,16,,,,,0.9,,,,,,75179.44,0.68,0.7,0.041639824,COMPLETE,0
47,RS,0,53:52.7,53:53.7,0 days 00:00:00.999530,,MLP,6,EMD,0.95,ENT,,,,0.056500683,,1,2,0.6,,,,,,,,0.4,,PRUNED,0
48,RS,0.1362889,53:53.8,53:55.7,0 days 00:00:01.970036,,RF,,NONE,,COV,,,,,,,,0.75,910,152,,,,,,0.49,,PRUNED,0
49,RS,0.034663224,53:55.7,53:57.2,0 days 00:00:01.420737,,MLP,,WPD,,FRAC,14,,,0.042438525,,5,,0.55,,,,0.4,db4,,,0.44,,PRUNED,0
50,RS,0.116687652,53:57.2,53:58.0,0 days 00:00:00.881193,,LR,,NONE,,WAVE,,,,,0.22018185,,,0.95,,,,,,,,0.39,,PRUNED,0
51,RS,0.048709315,53:58.1,54:00.9,0 days 00:00:02.881894,,MLP,,EMD,0.3,FRAC,13,,,0.01174401,,2,,1,,,,,,,,0.22,,PRUNED,0
52,RS,0.089762978,54:01.0,54:01.8,0 days 00:00:00.853994,,KNN,,WPD,,WAVE,,euclidean,11,,,,,0.6,,,,0.05,db6,,,0.48,,PRUNED,0
53,RS,0.2429,54:01.8,54:02.5,0 days 00:00:00.685314,,KNN,8,WPD,,ENT,,minkowski,10,,,,7,0.7,,,,0.8,db4,75179.44,0.3,0.25,0.060728588,COMPLETE,0
54,RS,0.037869703,54:02.5,54:02.9,0 days 00:00:00.359425,,LR,,WPD,,FRAC,35,,,,0.316798993,,,0.55,,,,0.7,sym9,,,0.22,,PRUNED,0
55,RS,0.023449924,54:02.9,54:09.2,0 days 00:00:06.315681,0.000106304,SVM,,WPD,,FRAC,38,,,,,,,0.7,,,rbf,0.05,sym9,,,0.27,,PRUNED,0
56,RS,0.026822771,54:09.2,54:10.7,0 days 00:00:01.501323,,MLP,,NONE,,WAVE,,,,0.025218038,,1,,0.8,,,,,,,,0.37,,PRUNED,0
57,RS,0.037716551,54:10.7,54:57.1,0 days 00:00:46.338505,0.00213564,SVM,,EMD,0.55,WAVE,,,,,,,,1,,,rbf,,,,,0.4,,PRUNED,0
58,RS,0.050790124,54:57.1,55:00.3,0 days 00:00:03.198398,,MLP,9,WPD,,ENT,,,,0.084098868,,183,2,0.8,,,,0.65,coif1,,,0.51,,PRUNED,0
59,RS,0.02614778,55:00.3,55:11.6,0 days 00:00:11.255419,0.000325261,SVM,,NONE,,FRAC,15,,,,,,,0.85,,,sigmoid,,,,,0.13,,PRUNED,0
60,RS,0.050774845,55:11.6,55:12.3,0 days 00:00:00.697155,,KNN,,EMD,0.45,FRAC,33,minkowski,18,,,,,0.7,,,,,,,,0.32,,PRUNED,0
61,RS,0.026350747,55:12.3,55:22.8,0 days 00:00:10.490102,0.013039838,SVM,,EMD,0.65,WAVE,,,,,,,,0.85,,,sigmoid,,,,,0.53,,PRUNED,0
62,RS,0.04796724,55:22.8,55:23.7,0 days 00:00:00.879130,,KNN,,EMD,0.55,STAT,,euclidean,18,,,,,1,,,,,,,,0.32,,PRUNED,0
63,RS,0.26828,55:23.7,56:22.4,0 days 00:00:58.723784,,MLP,,EMD,0.15,COV,,,,0.096679409,,453,,1,,,,,,75179.44,57.95,0.5,0.041982193,COMPLETE,0
